Nr,Rent_Namn,Målvakt,Nationalitet,Alias,Född,Avled,Klubb,Tid,Mat,Mål,Anteckningar
4962,"SJÖHOLM, BENGT",Nej,SWE,,1953-10-04,,HALMSTADS BK,1979-1981,58,0,
2930,"SJÖHOLM, BROR",Nej,SWE,,1920-12-30,1993-10-03,HELSINGBORGS IF,1945,1,0,"SEN IFKM,TRÄN ALLIANS"
3003,"SJÖHOLM, THORE",Nej,SWE,,1916-10-17,1995-06-20,LANDSKRONA BoIS,1941,1,0,
2136,"SJÖLIN, GÖSTA",Nej,SWE,,1914-09-19,1955-10-30,HELSINGBORGS IF,1938-1947,107,0,
5434,"SJÖLIN, ULF",Nej,SWE,MUFFIN,1961-03-27,,HALMSTADS BK,1982-1989,102,1,
4280,"SJÖLUND, CHRISTER",Nej,SWE,,1945-11-13,,IFK NORRKÖPING,1967,9,3,
4280,"SJÖLUND, CHRISTER",Nej,SWE,,1945-11-13,,IK SIRIUS,1974,19,1,
7260,"SJÖLUND, DANIEL",Nej,FIN,DAJA,1983-04-22,,DJURGÅRDENS IF,2003-2012,205,27,
7260,"SJÖLUND, DANIEL",Nej,FIN,DAJA,1983-04-22,,ÅTVIDABERGS FF,2013-2014,51,6,
7260,"SJÖLUND, DANIEL",Nej,FIN,DAJA,1983-04-22,,IFK NORRKÖPING,2015-2018,88,6,
4831,"SJÖLUND, REIDAR",Nej,SWE,,1951-04-25,,HAMMARBY IF,1974-1975,5,0,
2908,"SJÖQVIST, RICKARD",Nej,SWE,,1918-12-23,2004-04-18,IF ELFSBORG,1948,2,0,FR HAGALUND
3615,"SJÖRÉN, LEIF",Nej,SWE,,1929-10-02,2003-03-22,GAIS,1950,1,0,FR/T HÄCKEN
5629,"SJÖSTEDT, NICLAS",Nej,SWE,,1964-10-23,,ÖRGRYTE IS,1987-2000,261,22,
7801,"SJÖSTEDT, RASMUS",Nej,SWE,,1992-02-28,,KALMAR FF,2012-2023,90,1,
7801,"SJÖSTEDT, RASMUS",Nej,SWE,,1992-02-28,,FALKENBERGS FF,2014-2016,72,1,
2120,"SJÖSTEN, GÖTE",Nej,SWE,KNUBBEN,1918-01-19,1999-10-29,GAIS,1938-1947,120,43,
1083,"SJÖSTEN, ISIDOR",Nej,SWE,ISSE,1908-01-06,1973-02-28,IF ELFSBORG,1929-1934,30,4,
7269,"SJÖSTEN, ROBERT",Nej,SWE,,1976-02-29,,ENKÖPINGS SK,2003,16,0,
2138,"SJÖSTRAND, ARNE",Nej,SWE,FOKKER,1913-08-01,2010-01-21,HELSINGBORGS IF,1939,2,0,
1557,"SJÖSTRAND, ERIK",Ja,SWE,JACK,1893-09-15,1956-02-15,IFK MALMÖ,1925,1,0,
3639,"SJÖSTRAND, JAN-INGE",Nej,SWE,,1933-05-14,1968-09-29,IFK MALMÖ,1953,20,6,
3627,"SJÖSTRAND, KARL-ERIK",Nej,SWE,,1920-05-07,2008-08-06,JÖNKÖPINGS SÖDRA IF,1950-1953,72,0,
6440,"SJÖSTRAND, MAGNUS",Nej,SWE,,1978-06-19,,DEGERFORS IF,1997,3,0,"SEN GEFLE, HAMRÅNGE"
2328,"SJÖSTRAND, SVEN",Nej,SWE,,1918-02-01,1997-01-22,GÅRDA BK,1940-1942,9,0,
4245,"SJÖSTRÖM, GÖRAN",Nej,SWE,,1946-05-28,,DEGERFORS IF,1966,1,0,
4262,"SJÖSTRÖM, JAN",Nej,SWE,MUSEN,1948-04-10,2013-09-12,IFK GÖTEBORG,1968,9,1,
4262,"SJÖSTRÖM, JAN",Nej,SWE,MUSEN,1948-04-10,2013-09-12,HAMMARBY IF,1970-1979,217,73,
5293,"SJÖSTRÖM, JOACIM",Ja,SWE,WITT,1964-08-31,,DJURGÅRDENS IF,1986-1988,39,0,LJUSDAL 92
5293,"SJÖSTRÖM, JOACIM",Ja,SWE,WITT,1964-08-31,,AIK,1989-1990,41,0,
4242,"SJÖSTRÖM, LARS",Nej,SWE,,1939-06-26,,IS HALMIA,1963,20,12,FR LIDHULT
4242,"SJÖSTRÖM, LARS",Nej,SWE,,1939-06-26,,AIK,1964-1965,14,9,
4265,"SJÖSTRÖM, ROLAND",Ja,SWE,,1931-02-13,2013-08-17,IS HALMIA,1963,13,0,FR HYLTE
5332,"SJÖÖ, ANDERS",Nej,SWE,,1970-02-14,,IK BRAGE,1989-1993,29,3,
5332,"SJÖÖ, ANDERS",Nej,SWE,,1970-02-14,,HALMSTADS BK,1996,2,0,
5332,"SJÖÖ, ANDERS",Nej,SWE,,1970-02-14,,VÄSTERÅS SK,1997,21,0,
4266,"SJÖÖ, HÅKAN",Nej,SWE,,1938-01-27,2021-10-21,IS HALMIA,1963,1,0,FR REFTELE
8852,"SKAGESTAD, EDVARD",Nej,NOR,,1988-07-06,,IFK NORRKÖPING,2014,18,2,
4804,"SKALK, ARNE",Ja,SWE,,1952-03-08,,BRYNÄS IF,1974,16,0,
4804,"SKALK, ARNE",Ja,SWE,,1952-03-08,,GEFLE IF,1983-1984,31,0,
5133,"SKALLEBERG, ROGER",Ja,SWE,,1960-12-04,,HAMMARBY IF,1984-1985,36,0,
5706,"SKAMMELSRUD, BENT",Nej,NOR,,1966-05-18,,MALMÖ FF,1990,20,2,
5527,"SKARIN, TOM",Nej,SWE,,1963-01-25,,ÅTVIDABERGS FF,1982,11,1,
5527,"SKARIN, TOM",Nej,SWE,,1963-01-25,,IFK NORRKÖPING,1986-1988,22,1,
7844,"SKENDEROVIC, HARIS",Nej,SWE,,1981-11-03,,SYRIANSKA FC,2012-2013,52,1,
2109,"SKEPPSTEDT, EINAR",Nej,SWE,SKEPPARN,1911-05-30,1990-07-12,DEGERFORS IF,1939-1941,29,0,
6613,"SKILJO, IVICA",Nej,SWE,,1980-03-08,,BK HÄCKEN,1998-2001,17,0,
6613,"SKILJO, IVICA",Nej,SWE,,1980-03-08,,TRELLEBORGS FF,2004,21,0,
6613,"SKILJO, IVICA",Nej,SWE,,1980-03-08,,ÖRGRYTE IS,2006,17,0,
3603,"SKIÖLD, LEIF",Nej,SWE,,1935-07-28,2014-10-27,AIK,1955-1959,89,48,
3603,"SKIÖLD, LEIF",Nej,SWE,,1935-07-28,2014-10-27,DJURGÅRDENS IF,1960-1964,54,43,
8312,"SKJELVIK, JÖRGEN",Nej,NOR,,1991-07-05,,HELSINGBORGS IF,2011,3,1,
8312,"SKJELVIK, JÖRGEN",Nej,NOR,,1991-07-05,,KALMAR FF,2012-2013,30,1,
8443,"SKJÖNSBERG, MORTEN",Nej,NOR,,1983-02-12,,IFK NORRKÖPING,2012-2014,67,0,
6672,"SKOGDALEN, ANDREAS",Nej,SWE,,1982-04-19,,VÄSTRA FRÖLUNDA IF,2000,10,0,
8773,"SKOGLUND, ALBIN",Nej,SWE,,1997-02-01,,BK HÄCKEN,2015,1,0,
3608,"SKOGLUND, ARNE",Nej,SWE,,1928-03-09,2011-01-06,IF ELFSBORG,1950,2,1,
3646,"SKOGLUND, GÖRAN",Nej,SWE,JÖPPE,1930-07-12,,SANDVIKENS AIK,1955,21,4,
3620,"SKOGLUND, KARL-EVERT",Nej,SWE,YA,1938-01-21,,HAMMARBY IF,1956-1965,132,43,
9230,"SKOGLUND, KIM",Nej,SWE,,1987-08-28,,IK SIRIUS,2017,28,1,
9230,"SKOGLUND, KIM",Nej,SWE,,1987-08-28,,GIF SUNDSVALL,2018,16,0,
3612,"SKOGLUND, LEIF",Nej,SWE,NACKA,1932-04-02,2006-07-16,GAIS,1952-1959,40,5,
3600,"SKOGLUND, LENNART",Nej,SWE,NACKA,1929-12-24,1975-07-08,AIK,1951,5,0,
3600,"SKOGLUND, LENNART",Nej,SWE,NACKA,1929-12-24,1975-07-08,HAMMARBY IF,1965-1967,24,0,
2105,"SKOGLUND, SIXTEN",Nej,SWE,JOMPA,1915-09-15,1973-01-10,IK BRAGE,1938-1940,39,18,T ÖREBRO SK 4008
2105,"SKOGLUND, SIXTEN",Nej,SWE,JOMPA,1915-09-15,1973-01-10,LUDVIKA FFI,1945,13,2,
2130,"SKOGMAN, NILS",Nej,SWE,,1916-02-17,1990-07-04,HALLSTAHAMMARS SK,1939,13,0,
9805,"SKOGMAR, ADRIAN",Nej,SWE,,2005-11-23,,MALMÖ FF,2023,5,0,
6014,"SKOOG, CHRISTOFFER",Nej,SWE,,1974-07-03,,HELSINGBORGS IF,1993-1995,6,0,
5919,"SKOOG, NIKLAS",Nej,SWE,,1974-06-15,,VÄSTRA FRÖLUNDA IF,1992-1995,63,23,
5919,"SKOOG, NIKLAS",Nej,SWE,,1974-06-15,,ÖREBRO SK,2000-2001,30,15,
5919,"SKOOG, NIKLAS",Nej,SWE,,1974-06-15,,MALMÖ FF,2001-2008,112,50,
5353,"SKOOG, PETER",Nej,SWE,,1965-02-11,,DJURGÅRDENS IF,1988-1992,85,21,
4814,"SKOOG, RONNY",Nej,SWE,,1953-02-22,2004-09-14,DJURGÅRDENS IF,1973-1974,9,0,
4813,"SKOTTE, ARNE",Nej,SWE,,1950-01-13,2020-12-25,DJURGÅRDENS IF,1972-1974,69,11,
4813,"SKOTTE, ARNE",Nej,SWE,,1950-01-13,2020-12-25,ÖREBRO SK,1975-1978,97,15,
9739,"SKOVGAARD, ANDREAS",Nej,DAN,,1997-03-27,,ÖREBRO SK,2020-2021,49,1,
8854,"SKRABB, SIMON",Nej,FIN,,1995-01-19,,ÅTVIDABERGS FF,2014-2015,46,4,
8854,"SKRABB, SIMON",Nej,FIN,,1995-01-19,,GEFLE IF,2016,28,7,
8854,"SKRABB, SIMON",Nej,FIN,,1995-01-19,,IFK NORRKÖPING,2017-2019,71,12,
8854,"SKRABB, SIMON",Nej,FIN,,1995-01-19,,KALMAR FF,2022-2023,57,12,
5704,"SKROBOWSKI, PIOTR",Nej,POL,,1961-10-16,,HAMMARBY IF,1990,7,0,
7710,"SKULASON, ARI FREYR",Nej,ISL,,1987-05-14,,BK HÄCKEN,2006,3,0,
7710,"SKULASON, ARI FREYR",Nej,ISL,,1987-05-14,,GIF SUNDSVALL,2008-2012,53,4,
7710,"SKULASON, ARI FREYR",Nej,ISL,,1987-05-14,,IFK NORRKÖPING,2021-2023,64,2,
7813,"SKULASSON, OLAFUR",Nej,ISL,,1983-04-01,,HELSINGBORGS IF,2007-2009,37,0,
5221,"SKURCZYNSKI, MAREK",Nej,POL,,1951-08-21,,TRELLEBORGS FF,1985,22,5,
2107,"SKÅLBERG, BENGT",Nej,SWE,POPPAN,1919-12-22,1993-03-06,DEGERFORS IF,1939-1951,106,22,
2108,"SKÅLBERG, NILS",Nej,SWE,,1915-07-04,2003-07-24,DEGERFORS IF,1939-1944,42,17,
1560,"SKÄRNELL, HENRIK",Nej,SWE,RÖRIS,1897-11-15,1969-02-18,IFK NORRKÖPING,1925-1926,2,0,
2128,"SKÖLD, BERTIL",Nej,SWE,,1910-06-11,1984-03-05,HALLSTAHAMMARS SK,1939,21,4,
1538,"SKÖLD, ERIC",Nej,SWE,BASSEN,1903-03-08,1965-05-30,AIK,1927-1929,20,9,
2146,"SKÖLD, HILDING",Nej,SWE,KILLA,1914-09-24,1991-03-22,IK SLEIPNER,1933-1940,40,11,
5467,"SKÖLD, TONI",Nej,SWE,,1965-09-09,,HAMMARBY IF,1987-1988,14,0,
7632,"SKÖLD, VICTOR",Nej,SWE,,1989-07-31,,ÅTVIDABERGS FF,2014-2015,45,8,
7632,"SKÖLD, VICTOR",Nej,SWE,,1989-07-31,,IFK GÖTEBORG,2015-2016,8,0,
7632,"SKÖLD, VICTOR",Nej,SWE,,1989-07-31,,ÖREBRO SK,2016-2018,52,5,
2100,"SKÖLD, WALTER",Nej,SWE,,1910-02-12,1975-12-10,AIK,1934-1942,170,0,
5102,"SKÖLD, ÖRJAN",Nej,SWE,,1964-01-03,,GEFLE IF,1983-1984,4,0,
5100,"SKÖLDBERG, JONAS",Nej,SWE,,1963-09-26,,GEFLE IF,1983-1984,19,0,
5605,"SKÖLDMARK, MAGNUS",Nej,SWE,,1968-09-22,,ÖREBRO SK,1989-1996,162,6,RANSTA IK
5605,"SKÖLDMARK, MAGNUS",Nej,SWE,,1968-09-22,,GAIS,2000,15,1,
6501,"SLAGSTEDT, NICLAS",Nej,SWE,,1969-10-24,,VÄSTERÅS SK,1997,1,0,
7949,"SLAWUTA, MICHAL",Ja,POL,,1977-02-10,,PANOS LJUNGSKILE SK,2008,16,0,
6290,"SLEYMAN, SULEYMAN",Nej,SWE,VARLI TID.,1979-12-28,,HAMMARBY IF,1998-2008,167,1,
6290,"SLEYMAN, SULEYMAN",Nej,SWE,VARLI TID.,1979-12-28,,SYRIANSKA FC,2011-2013,43,1,
7091,"SLIPER, DANIEL",Nej,SWE,,1987-04-23,,MALMÖ FF,2005,1,0,
7091,"SLIPER, DANIEL",Nej,SWE,,1987-04-23,,GIF SUNDSVALL,2012-2015,32,2,
6673,"SLOTH, JENS",Nej,SWE,,1982-09-09,,TRELLEBORGS FF,2000-2009,83,2,
9070,"SMAJIC, EMIR",Nej,SWE,,1989-02-03,,ÖSTERSUNDS FK,2016,9,1,
6122,"SMALL, MIKE",Nej,ENG,,1962-03-02,,BK HÄCKEN,1994,5,0,EG MICHAEL
8507,"SMARASON, ARNOR",Nej,ISL,,1988-09-07,,HELSINGBORGS IF,2013-2015,55,12,
8507,"SMARASON, ARNOR",Nej,ISL,,1988-09-07,,HAMMARBY IF,2016-2018,60,9,
6314,"SMEDBERG, JOHAN",Nej,SWE,,1970-10-06,,DEGERFORS IF,1996-1997,16,2,
6807,"SMEDBERG-DALENCE, MARTIN",Nej,SWE,,1984-05-10,,IFK GÖTEBORG,2005-2017,86,5,
6807,"SMEDBERG-DALENCE, MARTIN",Nej,SWE,,1984-05-10,,PANOS LJUNGSKILE SK,2008,27,2,
6807,"SMEDBERG-DALENCE, MARTIN",Nej,SWE,,1984-05-10,,IFK NORRKÖPING,2011-2013,89,6,
5447,"SMITH, ANDERS",Nej,SWE,ANTE JOHANSSON TID.,1968-01-19,,HALMSTADS BK,1987-1996,158,16,
3613,"SMITH, EINAR",Nej,SWE,,1929-03-24,2018-08-21,GAIS,1958-1959,19,0,SÄVEDALEN 50-57
8774,"SMITH, ERIC",Nej,SWE,,1997-01-08,,HALMSTADS BK,2014-2015,36,1,
8774,"SMITH, ERIC",Nej,SWE,,1997-01-08,,IFK NORRKÖPING,2016-2020,70,0,
9463,"SMITH, IAN",Nej,CRI,,1998-03-06,,IFK NORRKÖPING,2018-2019,37,2,
8240,"SMITH, JOHANN",Nej,USA,,1987-04-25,,KALMAR FF,2010,2,0,
7961,"SMYLIE, DARYL",Nej,NIR,TANK,1985-09-10,,PANOS LJUNGSKILE SK,2008,12,4,
7961,"SMYLIE, DARYL",Nej,NIR,TANK,1985-09-10,,KALMAR FF,2009-2010,13,0,
7961,"SMYLIE, DARYL",Nej,NIR,TANK,1985-09-10,,JÖNKÖPINGS SÖDRA IF,2016-2017,54,14,
4867,"SNELL, SÖREN",Nej,SWE,,1953-06-16,,ÖSTERS IF,1977,1,0,
2156,"SNITT, EINAR",Nej,SWE,,1905-10-13,1973-12-19,SANDVIKENS IF,1930-1940,189,2,
2157,"SNITT, KLAS",Nej,SWE,,1911-08-04,1999-02-15,SANDVIKENS IF,1934-1938,16,0,
5032,"SOHLBERG, LARS",Nej,SWE,,1955-11-03,,ÖREBRO SK,1978,13,3,SEN KB KARLSK
8517,"SOLHEIM, MATS",Nej,NOR,,1987-12-03,,KALMAR FF,2013-2014,50,5,
8517,"SOLHEIM, MATS",Nej,NOR,,1987-12-03,,HAMMARBY IF,2015-2019,111,8,
8485,"SOLIGNAC, LUIS",Nej,ARG,,1991-02-16,,DJURGÅRDENS IF,2013,14,1,
9003,"SOLLANDER, BOBO",Nej,SWE,,1985-06-26,,ÖSTERSUNDS FK,2016-2017,16,0,
8958,"SOLLI, JAN GUNNAR",Nej,NOR,,1981-04-19,,HAMMARBY IF,2015,17,1,
6627,"SOLLI, PETTER",Nej,NOR,,1966-04-22,,TRELLEBORGS FF,1998-1999,29,1,
9924,"SOLOMONS, DEAN",Nej,RSA,,1999-02-22,,VARBERGS BOIS,2021,1,0,
8455,"SOMI, GABRIEL",Nej,SWE,,1991-08-24,,SYRIANSKA FC,2012-2013,22,0,
8455,"SOMI, GABRIEL",Nej,SWE,,1991-08-24,,ÖSTERSUNDS FK,2016-2017,30,3,
9990,"SONKO, MOMODOU",Nej,SWE,,2005-01-31,,BK HÄCKEN,2022-2023,25,7,
8775,"SONKO SUNDBERG, NOAH",Nej,SWE,,1996-06-06,,AIK,2014-2015,29,2,
8775,"SONKO SUNDBERG, NOAH",Nej,SWE,,1996-06-06,,GIF SUNDSVALL,2016-2017,51,4,
8775,"SONKO SUNDBERG, NOAH",Nej,SWE,,1996-06-06,,ÖSTERSUNDS FK,2018-2021,98,5,
7270,"SOPI, BASKIM",Nej,MAK,,1972-12-12,,ENKÖPINGS SK,2003,20,0,
9956,"SORGA, ERIK",Nej,NOR,,1999-07-08,,IFK GÖTEBORG,2022,8,1,
7817,"SORIN, ARTHUR",Nej,FRA,,1985-11-01,,KALMAR FF,2007-2008,46,1,
2336,"SOSSEH, ALAGIE",Nej,SWE,,1986-07-21,,HAMMARBY IF,2007-2008,9,0,
8540,"SOW, OSMAN",Nej,SWE,,1990-04-22,,SYRIANSKA FC,2013,7,2,
9167,"SOWE, BUN-DAWDA",Nej,SWE,,1996-08-30,,ATHLETIC FC ESKILSTU,2017,5,0,
2117,"SPAAK, TORSTEN",Ja,SWE,,1909-08-10,1995-09-24,IFK ESKILSTUNA,1936,2,0,EJ TORE
7143,"SPAHIC, DAMIR",Nej,BIH,,1975-06-16,,KALMAR FF,2002,6,1,
8399,"SPAN, BRIAN",Nej,USA,,1992-02-24,,DJURGÅRDENS IF,2012-2013,14,1,
8324,"SPARRDAL MANTILLA, PHILIP",Nej,SWE,,1993-08-11,,DJURGÅRDENS IF,2011-2013,4,0,
2049,"SPARV, TIM",Nej,FIN,,1987-02-20,,HALMSTADS BK,2007-2009,51,1,
5316,"SPASSOV, EMIL",Nej,BUL,,1956-02-01,,IK BRAGE,1986,9,0,SKV
9709,"SPELMANN, MARTIN",Nej,DAN,,1987-03-21,,MJÄLLBY AIF,2020,6,0,
6165,"SPENCER, ARNILDO",Nej,SWE,NIDDE,1976-09-13,,VÄSTRA FRÖLUNDA IF,1998-2000,40,0,
3644,"SPENNARE, RUNAR",Nej,SWE,,1929-11-03,2009-08-04,IFK NORRKÖPING,1951,3,1,
4832,"SPETZ, ARNE",Nej,SWE,,1946-05-12,,HAMMARBY IF,1970-1971,12,0,FR NYNÄSHAMN
7029,"SPITERI, JOSEPH",Nej,AUS,,1973-05-06,,IFK NORRKÖPING,2001,8,1,
5885,"SPJUTH, ANDERS",Nej,SWE,,1970-07-09,,GIF SUNDSVALL,1991,14,1,
5207,"SPJUTH, HÅKAN",Nej,SWE,,1961-08-22,,IFK NORRKÖPING,1984,16,1,
3624,"SPJUTH, LARS",Nej,SWE,,1930-08-31,,JÖNKÖPINGS SÖDRA IF,1952-1954,26,8,
2912,"SPOGARDH, CURT",Nej,SWE,,1927-07-07,2004-02-09,IFK NORRKÖPING,1949,4,0,
2912,"SPOGARDH, CURT",Nej,SWE,,1927-07-07,2004-02-09,IFK ESKILSTUNA,1958,14,3,
6693,"SPONG, RICHARD",Nej,SWE,,1983-09-23,,DJURGÅRDENS IF,2003,2,0,
6693,"SPONG, RICHARD",Nej,SWE,,1983-09-23,,IFK NORRKÖPING,2008,22,2,
6693,"SPONG, RICHARD",Nej,SWE,,1983-09-23,,GAIS,2009-2012,31,1,
1585,"SPÅNG, ERIK",Nej,SWE,,1906-11-18,1985-02-11,IFK ESKILSTUNA,1929,1,0,"BARBERARE,FR GUIF"
1542,"SPÅNG, RAGNAR",Nej,SWE,,1901-12-15,1985-06-14,IFK ESKILSTUNA,1925-1929,74,2,
4823,"SPÅNGBERG, KJELL",Ja,SWE,,1955-10-28,,GAIS,1974,13,0,
4808,"SPÅNGBERG, ULF",Nej,SWE,,1957-01-19,,BK DERBY,1977,26,2,BK KENTY
8776,"SSEWANKAMBO, ISAK",Nej,SWE,,1996-02-27,,MALMÖ FF,2018,5,0,
8776,"SSEWANKAMBO, ISAK",Nej,SWE,,1996-02-27,,ÖSTERSUNDS FK,2019-2021,70,3,
8776,"SSEWANKAMBO, ISAK",Nej,SWE,,1996-02-27,,IK SIRIUS,2022,9,0,
6545,"STAAF, JONAS",Nej,SWE,,1981-05-27,,GIF SUNDSVALL,2000-2001,4,0,
7000,"STAAF, ROBIN",Nej,SWE,,1986-09-26,,ÖREBRO SK,2008-2011,43,7,
4801,"STAAF, TOMMY",Nej,SWE,,1949-05-01,,BRYNÄS IF,1974,26,0,
9071,"STADLER, ANDREW",Nej,USA,,1988-05-11,,ÖSTERSUNDS FK,2016,21,3,
9071,"STADLER, ANDREW",Nej,USA,,1988-05-11,,DALKURD FF,2018,12,0,
2137,"STADLER, AXEL",Nej,SWE,,1912-10-27,1979-12-15,HELSINGBORGS IF,1938-1944,137,14,
7283,"STAMATOPOULOS, KENNY",Ja,KAN,,1979-08-28,,ENKÖPINGS SK,2003,14,0,"EG. KYRIAKOS, KAN/GRE"
7283,"STAMATOPOULOS, KENNY",Ja,KAN,,1979-08-28,,AIK,2010-2017,54,0,
1572,"STANELL, EMIL",Nej,SWE,,1901-04-23,1951-02-20,IFK NORRKÖPING,1927,1,0,FR SKÄRBLACKA
9921,"STANISIC, OLIVER",Nej,SWE,,1994-02-10,,VARBERGS BOIS,2021-2023,59,6,
1559,"STANLEY, HARRY",Nej,SWE,SKRALL,1905-02-24,1960-08-22,IFK NORRKÖPING,1925-1927,24,8,EM USA
5999,"STANOIKOVIC, VUJADIN",Nej,JUG,VUJO,1963-09-10,,DEGERFORS IF,1993-1996,69,5,SEN MAK.MEDB
5999,"STANOIKOVIC, VUJADIN",Nej,JUG,VUJO,1963-09-10,,TRELLEBORGS FF,1997-1998,34,1,
8777,"STARFELT, CARL",Nej,SWE,,1995-06-01,,IF BROMMAPOJKARNA,2014,20,0,
8777,"STARFELT, CARL",Nej,SWE,,1995-06-01,,IFK GÖTEBORG,2018-2019,44,1,
6711,"STARK, JONAS",Nej,SWE,,1972-04-27,,HAMMARBY IF,1999-2003,110,6,
8168,"STARKE HEDLUND, SEBASTIAN",Nej,SWE,STARKE,1995-04-05,,KALMAR FF,2016-2017,12,0,
7166,"STAURVIK, TOM KÅRE",Nej,NOR,,1970-02-13,,GIF SUNDSVALL,2002-2003,24,2,
5262,"STAVANDER, PETER",Nej,SWE,,1960-06-16,,ÖSTERS IF,1982-1984,50,7,
6600,"STAVRUM, ARILD",Nej,NOR,,1972-04-16,,HELSINGBORGS IF,1998-1999,52,28,
8458,"STAW, LASSE",Ja,NOR,,1988-01-01,,SYRIANSKA FC,2012,8,0,
6921,"STEEN, ALEXANDER",Nej,SWE,MONTELL,1984-11-18,,ÖSTERS IF,2003,12,1,
4256,"STEEN, KENNERT",Nej,SWE,,1942-07-24,,IF ELFSBORG,1969,9,0,
5613,"STEEN, MIKAEL",Nej,SWE,ANDERSSON TID.,1971-03-21,,ÖREBRO SK,1989-2003,260,27,
2126,"STEEN, TORSTEN",Nej,SWE,,1910-07-09,1990-04-12,GÅRDA BK,1936-1937,8,2,
3212,"STEFANELLI, NICOLAS",Nej,ARG,,1994-11-22,,AIK,2017-2022,92,36,
6419,"STEFANIDIS, CHARALAMBOS",Nej,SWE,BABIS,1981-03-08,,DJURGÅRDENS IF,2001-2004,62,8,
6419,"STEFANIDIS, CHARALAMBOS",Nej,SWE,BABIS,1981-03-08,,HELSINGBORGS IF,2005-2007,51,7,
6419,"STEFANIDIS, CHARALAMBOS",Nej,SWE,BABIS,1981-03-08,,MALMÖ FF,2007,10,0,
6419,"STEFANIDIS, CHARALAMBOS",Nej,SWE,BABIS,1981-03-08,,IF BROMMAPOJKARNA,2010,19,1,
5162,"STEFANSSON, ARNI",Ja,ISL,,1953-10-10,,LANDSKRONA BoIS,1980,26,0,
5896,"STEFANSSON, HLYNUR",Nej,ISL,,1964-10-08,,ÖREBRO SK,1992-1995,86,8,
8501,"STEINDORSSON, KRISTINN",Nej,ISL,KIDDI,1990-04-29,,HALMSTADS BK,2013-2014,48,9,
8501,"STEINDORSSON, KRISTINN",Nej,ISL,KIDDI,1990-04-29,,GIF SUNDSVALL,2016-2017,41,0,
6224,"STEINER, ROBERT",Nej,SWE,,1973-06-20,,IFK NORRKÖPING,1995-1997,47,15,
5261,"STEINSSON, GUDMUNDUR",Nej,ISL,GUMMI,1960-07-18,,ÖSTERS IF,1982,1,0,
2901,"STELIUS, HANS",Nej,SWE,NALLE,1918-03-29,1996-08-21,DJURGÅRDENS IF,1946-1951,62,30,
6139,"STENBACKA, RICKARD",Nej,SWE,,1973-07-13,,LANDSKRONA BoIS,1994,1,0,
2150,"STENBERG, ARNE",Nej,SWE,,1913-03-28,1969-06-11,ÖRGRYTE IS,1935,2,0,FR MARIEHOLMS IK
5219,"STENBERG, BENNY",Nej,SWE,,1959-09-24,,IFK SUNDSVALL,1981,4,0,
3645,"STENBERG, BORIS",Nej,SWE,,1922-10-09,2009-01-17,RÅÅ IF,1951-1952,33,0,
1568,"STENBERG, ERIK",Nej,SWE,NITAN,1897-06-02,1971-09-11,ÖRGRYTE IS,1925-1926,7,10,
4800,"STENBERG, GÖRAN",Nej,SWE,,1956-02-11,,ÖREBRO SK,1974,1,0,SEN POLISENS IF 1977
2149,"STENBERG, GÖSTA",Ja,SWE,,1918-06-22,1973-01-25,ÖRGRYTE IS,1938-1940,41,0,"FR BAGAREG, ÖIS 37-45"
4240,"STENBORG, TOMMY",Nej,SWE,,1943-05-04,2020-10-11,AIK,1960-1967,49,0,
4240,"STENBORG, TOMMY",Nej,SWE,,1943-05-04,2020-10-11,IK SIRIUS,1969,22,0,
1543,"STENBORG, VIDAR",Nej,SWE,BOCKEN,1894-05-21,1960-07-30,IFK ESKILSTUNA,1925-1927,41,1,
4811,"STENBÄCK, HÅKAN",Nej,SWE,,1951-10-28,,DJURGÅRDENS IF,1971-1980,201,43,
4812,"STENBÄCK, LARS",Nej,SWE,,1956-01-11,,DJURGÅRDENS IF,1975-1981,118,8,
4812,"STENBÄCK, LARS",Nej,SWE,,1956-01-11,,HAMMARBY IF,1986,21,0,
4818,"STENBÄCKEN, BENGT-GÖRAN",Nej,SWE,KINNA,1954-02-11,,IF ELFSBORG,1974-1984,84,3,FD ANDERSSON
4817,"STENBÄCKEN, TORE",Ja,SWE,,1955-04-27,,IF ELFSBORG,1974-1983,150,0,FD ANDERSSON
2319,"STENHOLM, AXEL",Nej,SWE,,1916-01-08,1994-05-28,IF ELFSBORG,1936-1948,114,28,
2900,"STENMAN, BIRGER",Nej,SWE,,1925-12-23,1970-05-20,DJURGÅRDENS IF,1948-1956,119,11,
8064,"STENMAN, DAVID",Ja,SWE,,1988-10-08,,ÖRGRYTE IS,2009,1,0,
6966,"STENMAN, FREDRIK",Nej,SWE,,1983-06-02,,IF ELFSBORG,2002-2003,36,0,
6966,"STENMAN, FREDRIK",Nej,SWE,,1983-06-02,,DJURGÅRDENS IF,2003-2015,83,8,
4288,"STENMAN, JAN",Nej,SWE,,1945-08-08,,ÖREBRO SK,1969-1973,10,0,
8778,"STENMARK, JOHAN",Nej,SWE,,1999-02-26,,KALMAR FF,2018-2022,38,1,
2949,"STENQVIST, AXEL",Nej,SWE,DIDRIK,1917-06-27,1998-04-23,REYMERSHOLMS IK,1942,4,0,
4847,"STENQVIST, BO",Nej,SWE,,1953-08-31,,IFK NORRKÖPING,1972-1975,35,3,
9402,"STENSHAGEN, TEODOR",Nej,SWE,,2001-02-11,,GIF SUNDSVALL,2022,13,0,
